Wall time,Step,Value
1709365176.0695326,19,8.157783508300781
1709365191.9782584,48,2.9417808055877686
1709365200.074817,63,-8.278437614440918
1709365215.1046433,90,-18.116819381713867
1709365222.499354,104,-19.36236000061035
1709365224.8446083,108,-19.83788299560547
1709365236.575942,129,-18.8084774017334
1709365257.148628,165,21.15019416809082
1709365261.5903971,173,-31.96437644958496
1709365301.860056,245,-1.1960277557373047
1709365310.1069424,260,-10.613107681274414
1709365322.9515245,283,-22.437341690063477
1709365379.599693,387,-15.647249221801758
1709365388.4515193,403,-14.437070846557617
1709365395.4646742,416,-20.282207489013672
1709365407.7452588,438,-13.1505708694458
1709365423.6754773,466,-8.183208465576172
1709365429.4200027,476,-32.09107971191406
1709365432.9450278,482,-2.0418360233306885
1709365449.1920307,511,-18.459829330444336
1709365461.997668,534,-10.26976203918457
1709365464.8318036,539,-3.8654377460479736
1709365466.0152707,541,-17.181230545043945
1709365475.0381792,557,-2.6894164085388184
1709365497.3480363,597,-11.926549911499023
1709365536.4339292,638,-0.034221336245536804
1709365542.4802449,644,0.09116405248641968
1709365543.4718552,645,6.418534278869629
1709365557.5650692,659,3.8319895267486572
1709365573.2091596,676,6.165992259979248
1709365636.1268377,765,6.150467872619629
1709365643.834155,776,5.443392276763916
1709365663.4949548,805,3.7159225940704346
1709365705.5464358,867,5.928022384643555
1709365718.7168858,887,5.125463008880615
1709365803.917625,1016,6.243493556976318
1709365810.572506,1027,2.1193244457244873
1709365817.46905,1038,9.537314414978027
1709365841.4544446,1072,4.62992525100708
1709365864.5350254,1112,5.676258563995361
1709365871.9633133,1126,5.234253883361816
1709365876.4022093,1133,6.242690563201904
1709365888.522738,1153,3.058328628540039
1709365898.9197311,1165,5.831254959106445
1709365906.3134842,1177,6.130598545074463
1709365911.397499,1185,5.892895221710205
1709365933.469451,1219,7.353938102722168
1709365958.405928,1253,5.120341777801514
1709365959.825375,1255,6.014993667602539
1709365970.3771338,1268,7.448567867279053
1709365973.1420305,1272,5.2270402908325195
1709366042.1879568,1377,4.247960567474365
1709366069.1993039,1418,6.192498683929443
1709366095.6119194,1458,5.272990703582764
1709366096.8061733,1459,2.838305950164795
1709366120.0382779,1495,5.294782638549805
1709366130.7327752,1511,6.218133449554443
1709366132.7398124,1514,6.028404235839844
1709366156.3511016,1549,7.975893020629883
1709366158.1500635,1552,10.2931489944458
1709366167.5532084,1566,3.622774124145508
1709366205.4017224,1628,6.3787641525268555
1709366210.0863788,1636,5.718043804168701
1709366236.8928194,1671,6.110850811004639
1709366263.3028486,1703,6.253079414367676
1709366270.549521,1712,4.537293434143066
1709366360.6597939,1848,6.058035850524902
1709366369.971979,1861,2.9050850868225098
1709366394.4847248,1900,5.770908355712891
1709366400.181038,1910,5.384415626525879
1709366422.7117636,1941,5.751456260681152
1709366437.387473,1961,6.259953022003174
1709366437.9535193,1962,5.757374286651611
1709366511.802812,2071,5.93135929107666
1709366517.9053524,2080,6.2390313148498535
1709366524.2302034,2090,6.047060966491699
1709366530.995357,2101,6.100245475769043
1709366606.2544203,2210,6.21089506149292
1709366686.6351073,2320,6.599602222442627
1709366719.995207,2360,5.572245121002197
1709366778.3781908,2437,6.280658721923828
1709366781.0189435,2442,6.212978839874268
1709366791.5542157,2455,7.916646957397461
1709366797.669755,2463,6.115896701812744
1709366799.9608626,2466,5.973605632781982
1709366815.681678,2486,6.106167793273926
1709366828.9309018,2504,2.964833974838257
1709366841.2457798,2518,13.381004333496094
1709366890.564036,2578,5.943728923797607
1709366891.1686482,2579,6.627693176269531
1709366905.8453274,2600,6.286323070526123
1709366925.9804072,2628,5.679121494293213
1709366931.9669893,2636,6.073612213134766
1709366936.5583851,2644,13.927196502685547
1709366966.4978774,2685,5.895234107971191
1709366972.6682887,2694,5.4248456954956055
1709366982.574346,2709,4.824808120727539
1709366990.4098613,2718,5.469881534576416
1709367017.7423213,2754,2.8288323879241943
1709367018.7996066,2755,4.880007743835449
1709367028.7233412,2769,6.269957065582275
1709367041.3612328,2786,6.575549125671387
1709367058.6985714,2813,6.116334438323975
1709367082.9585447,2845,5.8545241355896
1709367096.5815375,2862,5.53416109085083
1709367181.6415565,2974,5.926579475402832
1709367263.8666787,3084,3.7762300968170166
1709367264.5626657,3085,5.303545951843262
1709367281.1995971,3105,5.561948776245117
1709367281.4521055,3106,6.2381110191345215
1709367292.5345328,3121,6.4991865158081055
1709367310.4401932,3146,3.4874441623687744
1709367353.6147785,3200,0.998650074005127
1709367365.6662426,3218,6.479113578796387
1709367385.0350816,3242,5.2187652587890625
1709367405.096591,3266,5.891055583953857
1709367407.3722885,3269,4.916821002960205
1709367473.1646748,3357,5.544803619384766
1709367509.9596925,3405,4.869184970855713
1709367552.4559238,3462,6.034394264221191
1709367569.92942,3484,6.056820392608643
1709367575.310218,3492,5.836587429046631
