Wall time,Step,Value
1709305371.1972404,19,3.8394014835357666
1709305384.5470095,48,10.110184669494629
1709305391.27078,63,12.057244300842285
1709305404.6427274,90,0.07414741814136505
1709305410.9150097,104,-0.9958272576332092
1709305412.9069571,108,-3.761730909347534
1709305422.1873655,129,5.338472366333008
1709305437.341866,165,-1.6875115633010864
1709305440.8784,173,3.4860520362854004
1709305557.2231708,245,8.674712181091309
1709305590.8636541,260,-4.626664638519287
1709305646.3449478,283,-7.574003219604492
1709305884.0978146,387,5.949085712432861
1709305914.6406953,403,4.2317376136779785
1709305945.9295828,416,3.852505922317505
1709305992.5641937,438,-1.583557367324829
1709306058.8638535,466,-2.1559975147247314
1709306081.816103,476,2.087378978729248
1709306094.1427891,482,4.005413055419922
1709306162.888217,511,1.4250086545944214
1709306216.91045,534,20.186050415039062
1709306229.2890444,539,10.882816314697266
1709306234.3192844,541,6.244575023651123
1709306265.9881644,557,17.91978645324707
1709306359.7661555,597,6.431943416595459
1709306478.6442766,638,-4.400570392608643
1709306496.336436,644,7.6179280281066895
1709306499.2511122,645,-3.545896530151367
1709306540.4763265,659,-2.0384528636932373
1709306590.9857378,676,1.3827812671661377
1709306840.030838,765,3.8157784938812256
1709306867.4360228,776,3.846151113510132
1709306950.887469,805,15.378016471862793
1709307119.7342923,867,8.01892375946045
1709307172.4717474,887,3.8375210762023926
1709307514.3955534,1016,4.342604637145996
1709307539.0952709,1027,3.9036004543304443
1709307563.3084974,1038,5.198996067047119
1709307652.14176,1072,6.578121662139893
1709307759.3909175,1112,8.370823860168457
1709307795.3400273,1126,6.337360858917236
1709307815.5787368,1133,3.1741766929626465
1709307860.957018,1153,3.758573532104492
1709307895.6105025,1165,3.672034978866577
1709307924.8929462,1177,6.8709259033203125
1709307943.9093356,1185,3.9065074920654297
1709308028.8080893,1219,3.4817938804626465
1709308115.195718,1253,10.22482967376709
1709308119.5178008,1255,7.825054168701172
1709308149.9247556,1268,3.6906070709228516
1709308157.6322587,1272,5.755553722381592
1709308378.415591,1377,6.004830360412598
1709308437.9910228,1418,12.501246452331543
1709308496.5310552,1458,15.130785942077637
1709308497.665153,1459,5.562913417816162
1709308539.5516677,1495,6.425220966339111
1709308558.2244732,1511,5.685318946838379
1709308563.226665,1514,5.657793045043945
1709308602.2298837,1549,5.694316864013672
1709308606.5540082,1552,5.632829189300537
1709308620.6910756,1566,5.695805549621582
1709308698.1372423,1628,6.131443023681641
1709308706.0535324,1636,5.928501605987549
1709308744.1607313,1671,5.9411444664001465
1709308776.92433,1703,5.950195789337158
1709308787.3156216,1712,6.1618218421936035
1709308935.5218303,1848,13.168588638305664
1709308950.47872,1861,6.114567756652832
1709308994.7034764,1900,6.214941024780273
1709309006.366215,1910,6.020301818847656
1709309037.5732245,1941,6.119293689727783
1709309057.8830888,1961,6.149510383605957
1709309059.2831826,1962,5.381929874420166
1709309186.8013785,2071,6.209576606750488
1709309195.8255036,2080,6.248734951019287
1709309208.9835527,2090,5.774031639099121
1709309223.1782413,2101,5.898277282714844
1709309335.7346675,2210,6.310345649719238
1709309452.7024906,2320,5.751532077789307
1709309497.9521244,2360,6.355033874511719
1709309589.1047125,2437,5.656195640563965
1709309597.7501752,2442,3.7631514072418213
1709309610.784671,2455,5.64702844619751
1709309620.2363582,2463,5.686152935028076
1709309624.6780252,2466,5.881928443908691
1709309645.656308,2486,6.309795379638672
1709309666.5197747,2504,5.934652805328369
1709309681.4508734,2518,5.897946834564209
1709309755.1272733,2578,5.501187324523926
1709309756.464816,2579,6.031005859375
1709309783.846355,2600,6.172238349914551
1709309816.6133845,2628,6.211482048034668
1709309826.5915565,2636,5.459309101104736
1709309835.5748925,2644,5.8642473220825195
1709309887.2137458,2685,6.085641384124756
1709309897.7836826,2694,6.203419208526611
1709309916.5903363,2709,5.296011924743652
1709309926.057015,2718,6.304614543914795
1709309966.0631032,2754,5.66119909286499
1709309967.3233738,2755,6.024057388305664
1709309982.8690965,2769,5.69591760635376
1709310001.0885212,2786,6.2896599769592285
1709310029.819321,2813,6.247086524963379
1709310065.4681613,2845,5.963140487670898
1709310082.4323847,2862,5.710864067077637
1709310205.9822137,2974,3.7023684978485107
1709310322.8643184,3084,6.391599655151367
1709310325.0849411,3085,6.021041393280029
1709310345.3665428,3105,5.352878093719482
1709310346.7511444,3106,6.517327308654785
1709310362.0038419,3121,6.106420993804932
1709310386.0539412,3146,5.758623123168945
1709310443.1291256,3200,6.249412536621094
1709310460.4809346,3218,5.542847633361816
1709310483.2665346,3242,6.139001846313477
1709310509.7811587,3266,5.757167339324951
1709310513.1879437,3269,5.650631427764893
1709310606.165183,3357,5.789946556091309
1709310657.851755,3405,6.051671981811523
1709310721.3670204,3462,6.384218215942383
1709310746.4434576,3484,5.574707508087158
1709310754.691158,3492,6.478706359863281
1709310765.0145922,3501,6.303258419036865
1709310797.1129658,3527,6.218920707702637
1709310842.42741,3567,5.746901035308838
1709310846.611531,3570,6.286877632141113
1709310880.6870298,3601,5.998560428619385
1709310897.9987996,3617,4.907740592956543
1709310940.7027056,3655,6.0084919929504395
1709310943.6745286,3658,6.2815680503845215
1709310947.8730547,3662,6.02436637878418
1709310955.2963586,3669,6.077622413635254
1709310957.8258379,3672,6.012242317199707
1709310979.9970257,3691,5.999689102172852
1709311003.7191339,3713,6.263039588928223
1709311062.8543088,3762,6.039098262786865
1709311085.728153,3783,5.457930088043213
1709311162.0893147,3849,5.6470947265625
1709311164.4372084,3851,6.141339302062988
1709311221.7311828,3903,5.987117767333984
1709311233.8717768,3916,7.9478230476379395
1709311252.4826887,3934,6.0014848709106445
1709311304.136437,3976,6.039156436920166
1709311344.322782,4013,5.739197254180908
1709311355.3919623,4024,6.304727554321289
1709311425.4815884,4085,6.414529323577881
1709311453.0048225,4110,10.133514404296875
1709311464.921369,4122,6.2076873779296875
1709311468.4837723,4125,5.975160121917725
1709311493.865254,4147,5.9500579833984375
1709311527.5605743,4182,6.256674289703369
1709311538.7546673,4193,6.048483848571777
1709311584.1656356,4228,5.99926233291626
1709311617.376403,4258,6.294412136077881
1709311680.3097072,4319,5.920506954193115
1709311689.0830858,4329,5.956223011016846
1709311809.6184127,4455,5.860189914703369
1709311887.9115756,4536,6.053617000579834
1709311891.806201,4540,5.788777828216553
1709311914.746742,4565,5.729531764984131
1709311964.7923849,4613,5.932470798492432
1709312000.1165056,4650,6.090360641479492
1709312037.276716,4691,10.13571834564209
1709312038.893229,4693,6.277892112731934
1709312044.5925672,4699,5.239194393157959
1709312053.5324595,4708,5.902866363525391
1709312077.3091564,4731,6.152687072753906
1709312122.164077,4778,5.900309085845947
1709312179.2219825,4833,6.195154190063477
1709312183.8862243,4836,6.308988571166992
1709312185.260164,4837,6.118895530700684
1709312195.6634555,4845,6.4063615798950195
1709312240.3449156,4883,6.295779705047607
1709312271.8173094,4911,6.105562210083008
1709312291.7137442,4930,6.123927593231201
1709312316.1667368,4950,5.907670021057129
1709312349.3735836,4981,5.679608345031738
1709312463.165687,5080,6.402694225311279
1709312475.0029914,5089,5.876399517059326
1709312477.8543816,5091,6.135965347290039
1709312524.1235807,5133,8.671809196472168
1709312528.142783,5137,6.2688164710998535
1709312541.8429377,5152,6.164468288421631
1709312545.538819,5156,16.546215057373047
1709312580.7992816,5188,6.45216703414917
1709312592.9257097,5201,6.304788112640381
1709312619.9190035,5226,6.1534342765808105
1709312635.0768151,5239,6.138235569000244
1709312651.926694,5254,6.002159118652344
1709312662.5690746,5263,6.032134532928467
1709312697.9641857,5296,6.176532745361328
1709312730.924735,5320,5.308488845825195
1709312734.0941176,5323,6.062243461608887
1709312777.2499783,5363,6.159948348999023
1709312784.2701774,5371,6.029353141784668
1709312825.917363,5404,5.796400547027588
1709312878.094569,5446,8.44894790649414
1709312893.4504917,5455,6.510740280151367
1709312964.4738812,5510,10.374013900756836
1709313141.8484552,5668,6.023538112640381
1709313212.7733715,5731,6.329929351806641
1709313243.4535644,5759,6.2049031257629395
1709313266.9632733,5782,6.456088066101074
1709313314.0580277,5833,5.714704513549805
1709313348.5363548,5867,6.346031188964844
1709313358.9727657,5880,5.963123798370361
1709313425.4621866,5957,6.017992973327637
1709313448.1256216,5982,6.205704689025879
1709313462.5670147,5998,5.933617115020752
1709313477.7437592,6010,5.919317722320557
1709313513.9187727,6054,5.960021495819092
1709313563.6412263,6112,6.190239906311035
1709313588.5441265,6139,9.926383972167969
1709313593.6955492,6143,5.607048511505127
1709313687.2074,6226,5.105998516082764
1709313708.313233,6244,6.051993370056152
1709313751.6572948,6280,6.433819770812988
1709313817.2966623,6333,6.322268962860107
1709313820.159629,6335,5.935030460357666
1709313850.8478935,6359,6.337569713592529
1709313851.550149,6360,5.821125030517578
1709313858.5450792,6365,6.256026744842529
1709313865.1634326,6370,6.2422990798950195
1709314071.6355884,6529,5.887113094329834
1709314093.5240386,6547,6.033686637878418
1709314098.9044752,6552,5.379237651824951
1709314114.282921,6565,5.48445463180542
1709314120.3334398,6570,5.948737144470215
1709314136.342206,6586,6.296827793121338
1709314143.1234722,6591,5.606539249420166
1709314156.9308286,6600,5.722798824310303
1709314180.2859445,6616,6.11843204498291
1709314252.999435,6674,6.366203308105469
1709314315.1075985,6721,7.707630634307861
1709314331.7339776,6731,6.225922584533691
1709314359.2878497,6751,6.174158573150635
1709314439.6936975,6803,6.312841415405273
1709314490.6910293,6843,5.823486804962158
1709314500.5751605,6851,6.461211681365967
1709314594.7192843,6917,5.416240692138672
1709314597.7633421,6920,6.243549823760986
1709314614.308564,6931,5.703710079193115
1709314695.4768817,6992,6.232528209686279
1709314701.9919314,6997,5.832702159881592
1709314704.7489083,6999,5.8805999755859375
1709314784.8857398,7055,6.09831428527832
1709314864.9001462,7118,6.2297444343566895
1709314869.7848709,7121,5.544867992401123
1709314877.1577432,7127,6.068068981170654
1709314935.7812698,7165,5.803409576416016
1709314994.4614575,7208,5.729681968688965
1709315056.038169,7254,8.29765796661377
1709315082.520643,7275,5.7372941970825195
1709315127.9107077,7309,6.437424182891846
1709315173.39451,7339,6.2480244636535645
1709315193.6005204,7354,5.748770713806152
1709315214.28469,7368,5.92001485824585
