Wall time,Step,Value
1702046218.843639,19,-16.137969970703125
1702046221.1299314,48,-16.359821319580078
1702046222.3023016,63,-24.741016387939453
1702046224.4924939,90,19.963176727294922
1702046225.560871,104,-10.499589920043945
1702046225.8651147,108,-24.480133056640625
1702046227.4953809,129,-3.3916449546813965
1702046230.3558345,165,-28.537071228027344
1702046230.9767587,173,7.975017547607422
1702046256.956147,245,-17.838979721069336
1702046266.315888,260,-11.42427921295166
1702046280.7175348,283,-12.705635070800781
1702046361.3112874,387,-6.89933443069458
1702046374.027475,403,-11.084810256958008
1702046384.396864,416,-4.5014238357543945
1702046402.0224493,438,-4.514500617980957
1702046423.7599764,466,-27.395475387573242
1702046431.7210343,476,-29.12405776977539
1702046436.425666,482,-7.143680095672607
1702046459.126961,511,-20.480030059814453
1702046477.3575926,534,-32.79261016845703
1702046481.3901477,539,-17.181270599365234
1702046483.0169601,541,-18.099733352661133
1702046495.859491,557,-20.96761131286621
1702046527.5879724,597,-29.652971267700195
1702046570.9734993,638,5.669417858123779
1702046576.198441,644,12.700469017028809
1702046577.292438,645,6.5622029304504395
1702046590.4827588,659,6.003511905670166
1702046601.016521,676,12.534224510192871
1702046664.4865696,765,10.061403274536133
1702046670.343369,776,5.94935941696167
1702046689.9443948,805,14.61403751373291
1702046728.2617023,867,6.288981914520264
1702046740.7761517,887,9.390950202941895
1702046811.4862123,1016,5.648262977600098
1702046816.9486797,1027,10.301936149597168
1702046822.2481663,1038,5.436451435089111
1702046845.2615788,1072,5.576318264007568
1702046869.4857438,1112,4.472423076629639
1702046879.9260864,1126,5.507446765899658
1702046882.6601083,1133,6.082272529602051
1702046893.5155933,1153,5.97000789642334
1702046900.3099914,1165,6.437574863433838
1702046907.3307428,1177,5.871455669403076
1702046911.0953574,1185,6.123786926269531
1702046929.313467,1219,6.030371189117432
1702046946.0207684,1253,6.057215213775635
1702046947.5655298,1255,12.325165748596191
1702046954.560433,1268,6.017183303833008
1702046956.51053,1272,16.329853057861328
1702047014.6768703,1377,5.735218048095703
1702047038.1063106,1418,5.986775875091553
1702047063.5783818,1458,10.907928466796875
1702047063.9595785,1459,6.39100456237793
1702047088.438643,1495,6.181619167327881
1702047101.9483142,1511,4.199116230010986
1702047102.8091948,1514,5.62891149520874
1702047125.8822227,1549,6.1163859367370605
1702047126.9015338,1552,10.087580680847168
1702047133.6038396,1566,16.691104888916016
1702047169.4897876,1628,5.5194993019104
1702047172.686776,1636,6.002157688140869
1702047191.1389325,1671,21.46739959716797
1702047212.942297,1703,5.932104587554932
1702047218.2091706,1712,6.080779075622559
1702047294.865406,1848,6.022158145904541
1702047302.0752249,1861,6.065352439880371
1702047321.0817122,1900,6.016584396362305
1702047324.9835248,1910,5.907073020935059
1702047339.471006,1941,6.546971321105957
1702047347.3412492,1961,5.767992973327637
1702047348.3425665,1962,10.617094993591309
1702047409.8965433,2071,10.568373680114746
1702047414.780932,2080,5.773102760314941
1702047419.1889937,2090,6.257920742034912
1702047425.6022224,2101,12.348790168762207
1702047481.9911184,2210,8.263482093811035
1702047539.4888382,2320,6.209690093994141
1702047561.6090734,2360,6.375420093536377
1702047600.489166,2437,6.08642053604126
1702047604.1917036,2442,15.48543930053711
1702047610.2420783,2455,6.219801902770996
1702047614.6989586,2463,4.2476067543029785
1702047615.883563,2466,5.988739013671875
1702047625.8764026,2486,6.349827289581299
1702047665.946578,2504,6.077308177947998
1702047672.5003006,2518,6.043797492980957
1702047704.5996368,2578,6.038707256317139
1702047705.1582446,2579,5.612807750701904
1702047715.150903,2600,5.9611735343933105
1702047732.7214606,2628,8.815518379211426
1702047736.800981,2636,6.124142169952393
1702047740.7893517,2644,6.204277515411377
1702047761.1657217,2685,5.919839382171631
1702047765.8069746,2694,6.0424485206604
1702047774.9736414,2709,6.148489475250244
1702047780.2618327,2718,5.693644046783447
1702047800.4418533,2754,6.245095252990723
1702047801.2230191,2755,5.921767234802246
1702047808.223437,2769,6.230692386627197
1702047815.8715699,2786,5.839935302734375
1702047832.110728,2813,6.2296528816223145
1702047851.76141,2845,5.000059127807617
1702047859.8833492,2862,5.94719934463501
1702047917.9625676,2974,5.814869403839111
1702048002.835483,3084,5.8030266761779785
1702048003.5075793,3085,5.8613667488098145
1702048013.305768,3105,6.259294509887695
1702048013.77348,3106,6.237874507904053
1702048020.9825604,3121,9.955025672912598
1702048033.7829523,3146,5.996256351470947
1702048057.094889,3200,6.296764850616455
1702048066.7820518,3218,5.965861797332764
1702048077.5853014,3242,6.011247158050537
1702048088.3320317,3266,5.749633312225342
1702048089.775729,3269,6.060545444488525
1702048135.9373243,3357,6.24090051651001
1702048160.387086,3405,5.659901142120361
1702048188.0034475,3462,6.110966682434082
1702048203.8358965,3484,5.920276165008545
1702048208.260021,3492,5.958564281463623
1702048239.5515075,3501,5.724286079406738
1702048254.5289114,3527,18.632951736450195
1702048273.3671331,3567,5.9190497398376465
1702048276.15517,3570,5.928093910217285
1702048293.8718376,3601,6.222506046295166
1702048301.7339742,3617,5.910152435302734
1702048321.1084626,3655,6.158703804016113
1702048322.393364,3658,6.196710586547852
1702048323.9440584,3662,5.933831691741943
1702048326.9064257,3669,6.170905590057373
1702048328.5067036,3672,5.943249702453613
1702048338.7083914,3691,6.141615390777588
1702048349.0987792,3713,6.041507244110107
1702048375.3853965,3762,9.874797821044922
1702048386.9523396,3783,6.19977331161499
1702048418.4138224,3849,6.2098822593688965
1702048419.1606817,3851,6.178693771362305
1702048445.662144,3903,5.67525053024292
1702048451.527043,3916,6.072325229644775
1702048461.7327402,3934,5.967650413513184
1702048483.5601244,3976,6.0133137702941895
1702048527.8002946,4013,6.1525702476501465
1702048532.2970614,4024,6.115986347198486
1702048559.1346076,4085,3.9899353981018066
1702048571.1338565,4110,5.904344081878662
1702048575.7468014,4122,6.089498043060303
1702048577.1273396,4125,5.88885498046875
1702048587.1202762,4147,6.076597213745117
1702048602.490085,4182,6.266515254974365
1702048606.7803187,4193,5.966892719268799
1702048622.0583582,4228,6.208776950836182
1702048635.895281,4258,6.138745307922363
1702048661.96247,4319,6.2479023933410645
1702048665.566158,4329,5.903810024261475
1702048721.0377026,4455,6.1619086265563965
1702048787.9929347,4536,6.028738021850586
1702048790.114729,4540,6.184246063232422
1702048800.648806,4565,5.855051517486572
1702048820.3546405,4613,6.060232162475586
1702048836.8626866,4650,6.025025367736816
1702048855.7302785,4691,5.90278434753418
1702048856.6139243,4693,5.949361801147461
1702048859.8619368,4699,5.982641696929932
1702048864.6401303,4708,4.118534564971924
1702048876.251551,4731,6.111248970031738
1702048898.787454,4778,6.1901984214782715
1702048925.9401953,4833,6.140008449554443
1702048927.3419406,4836,5.97124719619751
1702048927.6461883,4837,6.150243759155273
1702048931.2803679,4845,6.193946838378906
1702048948.6721365,4883,6.203968048095703
1702048961.385849,4911,5.909902095794678
1702048969.0736146,4930,6.081148147583008
1702048979.6333559,4950,6.039210796356201
1702048993.598048,4981,6.001855373382568
1702049059.5824697,5080,5.242543697357178
1702049063.386151,5089,5.943838596343994
1702049064.1068094,5091,4.248999118804932
1702049083.3906486,5133,5.830188274383545
1702049085.1433268,5137,3.727428436279297
1702049092.5140386,5152,6.154871940612793
1702049094.8527887,5156,5.989110469818115
1702049110.4165466,5188,5.932019233703613
1702049116.2907326,5201,6.266654014587402
1702049129.2340581,5226,6.015557289123535
1702049136.855379,5239,6.219301700592041
1702049145.228193,5254,6.201658725738525
1702049149.7509804,5263,6.16851282119751
1702049166.3232718,5296,6.071547508239746
1702049178.1468387,5320,5.929576396942139
1702049179.755731,5323,5.936191558837891
1702049199.3139665,5363,6.002278804779053
1702049203.0850065,5371,9.812484741210938
1702049221.7875772,5404,5.877949237823486
1702049242.027489,5446,5.606857776641846
1702049245.3532913,5455,5.922776699066162
1702049293.4989681,5510,5.7489752769470215
1702049370.2730849,5668,6.148810863494873
1702049404.2821722,5731,3.7710506916046143
1702049416.3887453,5759,4.036882400512695
1702049426.9925811,5782,5.7034220695495605
1702049450.2344563,5833,6.011711597442627
1702049468.5214486,5867,6.087387561798096
1702049474.4225404,5880,5.5511908531188965
1702049511.4347844,5957,9.56956958770752
1702049521.7740319,5982,6.081923961639404
1702049530.5136752,5998,16.284101486206055
1702049555.1125896,6010,10.132386207580566
1702049574.870934,6054,6.192046165466309
1702049601.061763,6112,5.718038558959961
1702049612.345941,6139,5.839184284210205
1702049613.8033538,6143,6.028404235839844
1702049650.43802,6226,5.683365821838379
1702049658.9571965,6244,5.714662075042725
1702049676.302138,6280,6.0553483963012695
1702049700.706167,6333,6.0425872802734375
1702049701.3067806,6335,6.1399407386779785
1702049713.0627131,6359,6.039781093597412
1702049713.4545143,6360,6.052090644836426
1702049715.8074324,6365,5.886668682098389
1702049718.0956676,6370,5.86140775680542
1702049803.5576336,6529,5.62936544418335
1702049812.6085653,6547,6.034822463989258
1702049814.629178,6552,6.3749589920043945
1702049820.292692,6565,5.619332313537598
1702049822.8303409,6570,4.017005443572998
1702049830.2485907,6586,5.794406414031982
1702049832.478907,6591,5.750718116760254
1702049835.8118248,6600,5.9590935707092285
1702049842.1607924,6616,6.007233142852783
1702049868.1007266,6674,6.084290504455566
1702049890.4156208,6721,6.02851676940918
1702049894.8934069,6731,5.918306350708008
1702049904.0419345,6751,6.245767593383789
1702049926.171149,6803,6.007861614227295
1702049943.309923,6843,3.5423145294189453
1702049947.4362586,6851,16.573841094970703
1702049974.5680265,6917,5.8966217041015625
1702049975.9703114,6920,5.796288967132568
1702049980.675197,6931,8.450052261352539
1702050006.885803,6992,6.286916255950928
1702050009.5806725,6997,5.622363090515137
1702050010.2085779,6999,10.226673126220703
1702050053.8944497,7055,3.9656002521514893
1702050082.3333666,7118,5.871147632598877
1702050083.5186365,7121,6.037099838256836
1702050086.0866053,7127,6.098384380340576
1702050103.475237,7165,5.926614761352539
1702050122.8171837,7208,6.016452312469482
1702050142.8968284,7254,5.913122177124023
1702050152.0053728,7275,5.999499320983887
1702050168.049572,7309,3.782618284225464
1702050180.5333207,7339,5.805549144744873
1702050188.0323842,7354,5.953921794891357
1702050194.612625,7368,6.1636176109313965
1702050226.3620205,7437,3.894251823425293
1702050240.3147328,7465,3.773836851119995
1702050243.694873,7469,6.301748752593994
1702050244.596193,7471,6.04921817779541
1702050250.082299,7483,5.8089375495910645
1702050281.7356703,7507,5.952351093292236
1702050287.2580764,7519,6.001000881195068
1702050294.692605,7533,6.05019474029541
1702050299.1051977,7544,6.122972011566162
1702050320.6803463,7594,6.181697845458984
1702050324.7263403,7603,5.898789882659912
1702050325.681563,7605,6.019582271575928
1702050340.5628078,7639,6.006163597106934
1702050343.5377824,7645,5.553983688354492
1702050350.3763037,7661,5.816242694854736
1702050380.8804598,7728,6.2263407707214355
1702050382.5726871,7731,6.0009918212890625
1702050394.3219981,7757,6.29298734664917
1702050410.985511,7795,7.911844253540039
1702050411.2730212,7796,6.13812255859375
1702050423.5343747,7822,5.878657817840576
1702050429.8567448,7839,6.215941429138184
1702050436.1980755,7856,5.962106227874756
1702050450.2522464,7896,5.83412504196167
1702050452.604023,7902,6.007549285888672
1702050463.6816497,7930,3.8200483322143555
1702050485.7937253,7987,6.069680213928223
1702050526.6622577,8047,5.792448043823242
1702050540.8172781,8079,6.066095352172852
1702050561.7441225,8123,5.621592998504639
1702050571.083461,8145,6.067836761474609
1702050578.3256507,8165,6.061583042144775
1702050601.9001336,8217,5.9052653312683105
1702050607.7550216,8230,5.812008380889893
1702050628.1466165,8278,5.804017066955566
1702050635.631751,8292,5.8689284324646
1702050637.7621686,8297,6.011770725250244
1702050664.8956516,8364,6.0254974365234375
1702050670.2748199,8378,6.152576446533203
1702050677.7711089,8398,6.079665184020996
1702050719.0413077,8492,6.010590553283691
1702050763.9752266,8549,6.014907360076904
1702050766.861061,8555,6.066702842712402
1702050771.0532515,8564,5.999466896057129
1702050795.0217814,8619,10.002748489379883
1702050812.2460015,8660,6.137206554412842
1702050813.973686,8664,5.819830417633057
1702050828.1178055,8695,3.812471866607666
1702050837.0140004,8719,6.012711048126221
1702050839.4674063,8725,6.108613967895508
1702050854.086936,8753,5.976010799407959
1702050863.9617565,8777,10.449251174926758
1702050864.7863863,8779,5.658430099487305
1702050883.4168887,8824,5.7058939933776855
1702050887.5405486,8834,6.118415355682373
1702050901.9422214,8866,6.169126033782959
1702050904.1925433,8871,5.873966217041016
1702050906.8320503,8878,6.154836177825928
1702050927.2648954,8918,6.0443115234375
1702050929.5280766,8922,5.670186519622803
1702050957.7875087,8986,6.154038429260254
1702050985.2744508,9007,6.1258111000061035
1702050997.4745665,9034,6.144746780395508
1702051006.6542127,9059,6.031033992767334
1702051033.432777,9122,6.282199382781982
1702051047.5421247,9153,6.180615425109863
1702051074.6814442,9213,3.860983371734619
1702051093.2219658,9253,5.939578533172607
1702051109.7832851,9292,5.8406147956848145
1702051115.4047828,9304,5.770286560058594
1702051119.684608,9313,6.17604923248291
1702051124.7507899,9328,4.179435729980469
1702051131.7211266,9346,6.290180206298828
1702051137.8200495,9360,5.853402137756348
1702051144.2558231,9373,5.897322654724121
1702051146.4534833,9378,6.019902229309082
1702051151.8723443,9388,6.145810127258301
1702051179.9967124,9457,5.831408500671387
1702051235.2702975,9539,10.668754577636719
1702051239.0575562,9548,5.574535846710205
1702051246.1493742,9567,6.250680923461914
1702051284.8634832,9672,5.572971820831299
1702051285.295902,9673,5.898639678955078
